"","dates","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"6967",2015-10-18 06:00:00,291,360,19.0433390142607,21.3902334037814,23.7102159014855,27.3521508865109,30.0276715993066,30.6237292558096,30.8849043594132,30.2082747162626,27.9039141631645,24.0035616438356
"6968",2015-10-18 07:00:00,291,420,22.5353783615066,22.3774990508427,23.635620972139,27.0138756505823,29.7820727850268,30.4382348443667,30.818017107812,30.2023543865835,27.901524396383,24.0035616438356
"6969",2015-10-18 08:00:00,291,480,27.7678424247677,25.1364099839773,24.7146715158057,26.9574365242704,29.5687627072809,30.2569681104712,30.7427786181952,30.1950364092216,27.8991280748921,24.0035616438356
"6970",2015-10-18 09:00:00,291,540,43.8473440964742,32.844180678106,27.9765639626345,27.4731156197875,29.4406019077555,30.0944694955113,30.6613837150676,30.1862048474706,27.896721021852,24.0035616438356
"6971",2015-10-18 10:00:00,291,600,45.7950967534162,38.5831138775743,33.0489737299923,29.019520569996,29.499827509618,29.9825282325342,30.5778420688784,30.1758128279447,27.8942988109058,24.0035616438356
"6972",2015-10-18 11:00:00,291,660,47.2948438777182,41.2010971357169,36.2347494409391,30.8811375379502,29.7829220742866,29.9649631320567,30.4994639388184,30.1639370910287,27.891857092759,24.0035616438356
"6973",2015-10-18 12:00:00,291,720,49.8885561223034,43.5167476027688,38.5712834233507,32.5469397551693,30.20068784122,30.0540436274237,30.4353956071044,30.1508374403425,27.889392013974,24.0035616438356
"6974",2015-10-18 13:00:00,291,780,45.4812930585609,43.3236323863178,40.0041575875809,33.9633908933039,30.6822685683784,30.2326085510038,30.3930343766902,30.1369494947491,27.8869007536829,24.0035616438356
"6975",2015-10-18 14:00:00,291,840,43.0300611125672,41.7381561251793,39.7311616399295,34.8114782060539,31.1548132572167,30.4723238766788,30.3765702978969,30.1228212925711,27.8843819626135,24.0035616438356
"6976",2015-10-18 15:00:00,291,900,43.5947996352234,41.4876988575032,39.3560312890307,35.1717774762062,31.5480126830546,30.7336505211132,30.3863390908305,30.1090336804857,27.8818359331514,24.0035616438356
"6977",2015-10-18 16:00:00,291,960,38.1070605978126,39.5040315128171,38.8929011939478,35.3526159324314,31.8618954775248,30.9848988614707,30.4190450588559,30.0961151200057,27.8792645702057,24.0035616438356
"6978",2015-10-18 17:00:00,291,1020,32.0320567657033,35.7563973882922,36.9834722808946,35.1257758240299,32.0894635104131,31.2099286708238,30.4696794252177,30.0844848581151,27.8766711498895,24.0035616438356
"6979",2015-10-18 18:00:00,291,1080,28.7702020424641,32.4419749781708,34.529405989357,34.4130370155426,32.1874218560664,31.3889054765538,30.5322898153591,30.0744317374033,27.8740599490767,24.0035616438356
"6980",2015-10-18 19:00:00,291,1140,26.5370486999411,30.1262561176042,32.4093153218485,33.4647378593848,32.1504315444724,31.5021399621995,30.5996889431167,30.0660931762086,27.8714358476488,24.0035616438356
"6981",2015-10-18 20:00:00,291,1200,25.4948342039285,28.5423723781988,30.7326273654707,32.5000075935479,32.0118016651634,31.5438562706235,30.664414900582,30.0594403495507,27.8688038474253,24.0035616438356
"6982",2015-10-18 21:00:00,291,1260,24.5185175925157,27.3761872702541,29.4956324320742,31.6360937018521,31.8111221111033,31.5218438189508,30.7202339064916,30.0542934378628,27.8661686173225,24.0035616438356
"6983",2015-10-18 22:00:00,291,1320,23.5442854034158,26.3193508461368,28.4550041228232,30.8854850142297,31.57923034171,31.4505516013621,30.7629743219652,30.0503632515447,27.8635341145617,24.0035616438356
"6984",2015-10-18 23:00:00,291,1380,22.4087742694382,25.2917952628976,27.5204258001742,30.2180660650868,31.3320738865496,31.3440934360398,30.7905178564308,30.0473007319176,27.860903339252,24.0035616438356
"6985",2015-10-19,292,0,22.0817665966647,24.5113069463592,26.6786035928393,29.6050532217476,31.076553554828,31.2130385980906,30.8022624145372,30.0447382834293,27.8582782418007,24.0035616438356
"6986",2015-10-19 01:00:00,292,60,21.4206446043958,23.9007408788399,26.0148485083543,29.061057988303,30.8183570682956,31.0646898575415,30.7985318757375,30.0423170061424,27.8556597692994,24.0035616438356
"6987",2015-10-19 02:00:00,292,120,18.8218222726912,22.653268115326,25.2592421999006,28.5646617548237,30.5632502434321,30.9050199835311,30.7802503202614,30.0397031700727,27.8530477364483,24.0035616438356
"6988",2015-10-19 03:00:00,292,180,17.5726297265418,21.2199884172633,24.1601450636302,28.0013607873461,30.3030877765127,30.7371670083209,30.7486510817878,30.0365975611208,27.8504411174236,24.0035616438356
"6989",2015-10-19 04:00:00,292,240,17.56933290471,20.8318519156714,23.2974319425031,27.4047334252993,30.0264489761035,30.5591405151348,30.7048102247505,30.0327367020464,27.8478380750237,24.0035616438356
"6990",2015-10-19 05:00:00,292,300,16.9377460413697,20.3627285092903,22.8256162588577,26.8955178191445,29.7447554443309,30.3702283972128,30.6494414870573,30.0278848205155,27.8452360781363,24.0035616438356
"6991",2015-10-19 06:00:00,292,360,16.8399783236789,19.7257573186492,22.3045334731364,26.4514499777319,29.4705616597315,30.1746650705761,30.5833409913485,30.0218295083713,27.8426319427474,24.0035616438356
"6992",2015-10-19 07:00:00,292,420,19.7121639349444,20.363086642799,22.1246706838753,26.067986651496,29.2053453624957,29.9764066667669,30.5076068675839,30.0143863522712,27.840021944016,24.0035616438356
"6993",2015-10-19 08:00:00,292,480,26.7823668540135,23.7182036937238,23.2329687394919,25.9534975804092,28.9687618477617,29.7803294802435,30.4235338351217,30.0054032535174,27.8374018883491,24.0035616438356
"6994",2015-10-19 09:00:00,292,540,33.6687631193817,28.4102381296202,25.8803844781867,26.4087557047542,28.8184871282749,29.6014453669841,30.3330991733452,29.994767333041,27.8347672183428,24.0035616438356
"6995",2015-10-19 10:00:00,292,600,38.525328598324,32.5769919431882,28.9908926109803,27.4184203731808,28.8118860784189,29.4671227352068,30.240056473475,29.9824301990927,27.8321131579316,24.0035616438356
"6996",2015-10-19 11:00:00,292,660,42.2659483759965,35.9783800922307,31.9492575190397,28.7398715662137,28.9588987652762,29.4028191449455,30.1502306769856,29.9684501376584,27.8294349658982,24.0035616438356
"6997",2015-10-19 12:00:00,292,720,40.0349760475452,37.1090054422146,34.0438022949149,30.1103844228067,29.2323516647687,29.4201883649949,30.0703856959595,29.9530226035119,27.8267282918515,24.0035616438356
"6998",2015-10-19 13:00:00,292,780,45.5242601282522,39.3144308302214,35.4019459469003,31.2106336430342,29.5692857527366,29.5129042010957,30.0066030961552,29.936478287638,27.8239895755564,24.0035616438356
"6999",2015-10-19 14:00:00,292,840,41.7351598888299,39.8885439483996,37.0205723868176,32.2850829834733,29.9368080474818,29.6616340105802,29.9627574485039,29.9192460569755,27.821216380474,24.0035616438356
"7000",2015-10-19 15:00:00,292,900,38.6683532277181,38.148549587478,36.8111343293961,33.006607582079,30.3116975564081,29.8518222788608,29.940626327351,29.9018000017578,27.8184075973805,24.0035616438356
"7001",2015-10-19 16:00:00,292,960,34.0963639177817,35.7699988746985,35.7742906509635,33.2217563293623,30.6236325776699,30.0583778411647,29.9400003970203,29.8846176285985,27.8155635022902,24.0035616438356
"7002",2015-10-19 17:00:00,292,1020,28.6074660295334,32.4316780325156,33.9396099240363,32.9671118227494,30.8310470230248,30.2503027928904,29.9579253890343,29.8681279362404,27.8126856821756,24.0035616438356
"7003",2015-10-19 18:00:00,292,1080,25.4215745394547,29.3290273283803,31.6419312916977,32.2872067527399,30.9093190655036,30.4003412032293,29.9890561086984,29.8526561550011,27.8097768095783,24.0035616438356
"7004",2015-10-19 19:00:00,292,1140,24.0978455470518,27.5395686219692,29.7575356227336,31.4061337248718,30.8609666671611,30.4891271056092,30.0265149963565,29.8383841097141,27.8068402745463,24.0035616438356
"7005",2015-10-19 20:00:00,292,1200,22.2236886403855,25.9623622950152,28.3162312509909,30.5509167544773,30.7230093921332,30.5122921489246,30.0632226012724,29.8253345756897,27.8038797428419,24.0035616438356
"7006",2015-10-19 21:00:00,292,1260,20.9336983300288,24.3745733302715,26.9618985525533,29.7408289510723,30.5294619398644,30.4783524302988,30.0933922802816,29.8133883819841,27.8008987131901,24.0035616438356
"7007",2015-10-19 22:00:00,292,1320,21.0594796963657,23.5713313019321,25.8957494584919,28.9854441722207,30.298024944487,30.3984715621395,30.1130807062922,29.8023245193379,27.7979001644397,24.0035616438356
"7008",2015-10-19 23:00:00,292,1380,20.4684912977329,23.0719531234144,25.2277500970398,28.3595974641797,30.0493343601364,30.2837551306113,30.1199690908975,29.7918610916804,27.7948863273667,24.0035616438356
"7009",2015-10-20,293,0,20.3492169020463,22.6347699374398,24.6763537979131,27.8467056971742,29.8017087916533,30.1463161735167,30.1131980542745,29.7816903707667,27.7918585661419,24.0035616438356
"7010",2015-10-20 01:00:00,293,60,19.4909627978987,22.0175580373234,24.1622407926225,27.4105077735723,29.5619686996963,29.9961203550794,30.0931062354701,29.7715090594487,27.7888173712798,24.0035616438356
"7011",2015-10-20 02:00:00,293,120,19.5424098421,21.6629734645132,23.6995727667192,27.0119334145218,29.3299119526153,29.8395207852769,30.0607526599854,29.7610393845729,27.7857623599194,24.0035616438356
"7012",2015-10-20 03:00:00,293,180,19.2432662736137,21.3765114297096,23.3634677491168,26.666895205849,29.1064556673972,29.679989154283,30.0174751196225,29.7500388595968,27.7826924223689,24.0035616438356
"7013",2015-10-20 04:00:00,293,240,18.8248722090193,21.0454709452443,23.036774269312,26.362794299267,28.893843069215,29.5203313063327,29.9646962075069,29.7383027858255,27.77960581386,24.0035616438356
"7014",2015-10-20 05:00:00,293,300,18.2700937950195,20.6239151295057,22.692236446364,26.0783906713778,28.6907398221383,29.3623485471754,29.9038451197436,29.7256641564352,27.7765002663124,24.0035616438356
"7015",2015-10-20 06:00:00,293,360,17.6518207496791,20.0601636264403,22.2860209131751,25.7925796460254,28.4938149049384,29.2064868754148,29.8362393954555,29.7119913655373,27.7733730990014,24.0035616438356
"7016",2015-10-20 07:00:00,293,420,19.7846558869506,20.5802645581732,22.1026647651732,25.5151927912787,28.2995489271183,29.0520077624266,29.7629792974529,29.6971834467494,27.7702213143448,24.0035616438356
"7017",2015-10-20 08:00:00,293,480,26.654861596582,23.6332168765919,23.094744237476,25.4460528899371,28.1231872726334,28.8999175858731,29.6849653174926,29.6811640580703,27.767041678865,24.0035616438356
"7018",2015-10-20 09:00:00,293,540,32.9808666868998,27.7696696255007,25.5073647886265,25.8838002019276,28.0183147745598,28.7617285447518,29.6034892732247,29.6638812712859,27.7638307898523,24.0035616438356
"7019",2015-10-20 10:00:00,293,600,38.2230898090383,32.0950296722407,28.4619770630743,26.8261853184849,28.0390647059804,28.6616396064075,29.5213939294896,29.6453275879307,27.7605851722749,24.0035616438356
"7020",2015-10-20 11:00:00,293,660,42.4707052196218,35.9897298395903,31.5776062237985,28.1303214677719,28.2035234521283,28.6238174022274,29.4434771090764,29.6255785129963,27.7573014604441,24.0035616438356
"7021",2015-10-20 12:00:00,293,720,44.6261755298928,38.85592222331,34.3333565625335,29.6016078513095,28.5012360993774,28.6632475006573,29.3757159172951,29.6048245832407,27.7539766854789,24.0035616438356
"7022",2015-10-20 13:00:00,293,780,47.4265513053997,41.3066643422493,36.6007427635281,31.0379397998353,28.8972193377929,28.782021287555,29.3240693693001,29.5833801655904,27.7506086214986,24.0035616438356
"7023",2015-10-20 14:00:00,293,840,45.9130819290115,42.1499548172537,38.2893572407712,32.3643789491361,29.3543461877833,28.970812822875,29.2933104597025,29.5616658878348,27.7471961153497,24.0035616438356
"7024",2015-10-20 15:00:00,293,900,36.1809444488818,38.7065181091043,37.9833769580991,33.2756342769401,29.822462113496,29.2130738183826,29.2863991712369,29.5401724821776,27.7437393320502,24.0035616438356
"7025",2015-10-20 16:00:00,293,960,32.0051418401518,34.7327614766346,35.6333815944114,33.3128336489208,30.1970136398373,29.4756664956511,29.3036932139427,29.5194133703996,27.740239892996,24.0035616438356
"7026",2015-10-20 17:00:00,293,1020,28.3145362820982,31.7032847869027,33.3708064308214,32.7579462837289,30.4058044491549,29.709644919996,29.3414567810977,29.4998525314053,27.7367008228227,24.0035616438356
"7027",2015-10-20 18:00:00,293,1080,23.8478121335511,28.4800404690866,31.099563174054,31.9269828788093,30.4618801745451,29.881147422468,29.3923522809671,29.4818181258959,27.7331262748954,24.0035616438356
"7028",2015-10-20 19:00:00,293,1140,22.2063609909302,26.0832115343164,28.8628753390594,30.9159999372274,30.3895184954114,29.9776712257988,29.4479317886951,29.4654556046249,27.7295210576745,24.0035616438356
"7029",2015-10-20 20:00:00,293,1200,22.5530395763597,25.1044718655741,27.3677723091506,29.9276581414086,30.2195699702949,29.9990911866453,29.5003618229936,29.4507295420222,27.7258901035544,24.0035616438356
"7030",2015-10-20 21:00:00,293,1260,16.9618234763499,18.747333065722,24.1550163221542,28.8252212683648,29.9838093387572,29.9561102744925,29.5436021962366,29.4374518250146,27.7222404042119,24.0035616438356
"7031",2015-10-20 22:00:00,293,1320,16.4097228203447,17.9808076514147,19.0624760423227,26.7869698865518,29.5928307646422,29.8433576234644,29.572900188709,29.425330417675,27.7185767371925,24.0035616438356
"7032",2015-10-20 23:00:00,293,1380,16.1631834885024,17.3154739215674,18.3304652005865,24.7625637594499,29.0367142269246,29.6323787401554,29.5820153373443,29.4139675273331,27.7149023016033,24.0035616438356
"7033",2015-10-21,294,0,16.1036911242291,17.2279949194361,18.348491247815,22.5717804687273,28.3685127408066,29.3227292594293,29.5641276085965,29.4028291938907,27.7112185378354,24.0035616438356
"7034",2015-10-21 01:00:00,294,60,16.3574360271705,17.3966502783635,18.453113303398,20.6891296297535,27.6483327226131,28.9170182072242,29.5132144504937,29.3912538842624,27.7075294176232,24.0035616438356
"7035",2015-10-21 02:00:00,294,120,16.2505314591035,17.4181821528361,18.2763923362291,20.1678280122366,27.04374086152,28.4705289955804,29.4271218402575,29.3785084720234,27.7038280845873,24.0035616438356
"7036",2015-10-21 03:00:00,294,180,16.4595031728507,17.1089120957884,18.1596812526796,19.8874778094454,26.5638596421493,28.0394847660864,29.3097889497109,29.363898755146,27.7001106843083,24.0035616438356
"7037",2015-10-21 04:00:00,294,240,16.1743945143331,16.8965502339944,17.9601216832409,19.6680002880535,26.1663302712628,27.6443512428481,29.1682097526961,29.3468795923955,27.6963712632201,24.0035616438356
"7038",2015-10-21 05:00:00,294,300,15.6626589056569,16.5621384646955,17.6699241817306,19.4222684599407,25.8182871670327,27.2867679884839,29.0093279434368,29.3270792971096,27.6926021548909,24.0035616438356
"7039",2015-10-21 06:00:00,294,360,15.1323100222805,16.2833081707024,17.3147950089643,19.1305890745912,25.4990396138037,26.9594810550841,28.8385808807987,29.3042713425614,27.6887953777614,24.0035616438356
"7040",2015-10-21 07:00:00,294,420,16.9659015294728,16.8364789094338,17.3394977043952,18.935041189827,25.2016849883827,26.6550281014873,28.6601170639714,29.2783451100509,27.6849417582329,24.0035616438356
"7041",2015-10-21 08:00:00,294,480,20.2159305720843,18.8489745029764,18.4212412543372,19.3476659557687,24.9727123893916,26.3766068640393,28.4768822395332,29.2492626356389,27.6810327326198,24.0035616438356
"7042",2015-10-21 09:00:00,294,540,25.1914099841803,22.1234719730188,20.6049301117614,20.5932047781983,24.8870501468942,26.1510056800181,28.293002041579,29.2170609081381,27.6770594871,24.0035616438356
"7043",2015-10-21 10:00:00,294,600,29.6953123945728,26.1094154168957,23.8833229044136,22.7907338955045,25.0103550795399,26.0176720460333,28.1153423320311,29.1818905513497,27.6730136123117,24.0035616438356
"7044",2015-10-21 11:00:00,294,660,32.5251624162666,29.0483685972214,27.0041095330441,25.3585549804688,25.3598353999669,26.0154615637163,27.954027881844,29.1440830525158,27.6688870710818,24.0035616438356
"7045",2015-10-21 12:00:00,294,720,32.3157071057284,30.3018259759424,28.9692826896335,27.4579963803561,25.8494619745172,26.1505848174423,27.8202348956147,29.1041882740793,27.6646734542511,24.0035616438356
"7046",2015-10-21 13:00:00,294,780,29.6992991791154,29.6811882875405,29.3593948286819,28.4752989378381,26.3379143175054,26.3828244907716,27.7220785442236,29.0629509178773,27.6603682534847,24.0035616438356
"7047",2015-10-21 14:00:00,294,840,31.7646029639476,29.372049972259,29.1684055678949,28.6261614167234,26.7196963907382,26.6467147211018,27.6603326767141,29.0205479446327,27.6558996194137,24.0035616438356
"7048",2015-10-21 15:00:00,294,900,39.6345381698525,32.5113667644794,30.924411167603,29.3153292758398,27.0248877812585,26.886358869097,27.6305819918301,28.9789667592432,27.6514113972592,24.0035616438356
"7049",2015-10-21 16:00:00,294,960,34.6575113711036,32.7295210596292,31.9069820112577,30.4051358958197,27.3966798330075,27.126452557908,27.6275112715951,28.9382327474064,27.6468307031855,24.0035616438356
