"","dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
"1309",2015-02-24 12:00:00,55,720,0.011055913611919,0.131193520030366,0.103188603839744,0.0966142224706329,0.174963888838683,0.178615251739304,0.184572658134096,0.189617888255317,0.200301507126482,0.4921875
"1310",2015-02-24 13:00:00,55,780,0.0100148488003337,0.128257481443376,0.102878015968265,0.0963532620976953,0.174787976610861,0.178571914613005,0.1845172901946,0.189569971961463,0.200300237084733,0.4921875
"1311",2015-02-24 14:00:00,55,840,0.00992992566110349,0.12540833959066,0.10245905035941,0.0960620910199539,0.174585740742842,0.178514832225426,0.184457527481869,0.189519049183761,0.200298962615174,0.4921875
"1312",2015-02-24 15:00:00,55,900,0.009836141482364,0.122793816501273,0.102074512073167,0.0958488682695262,0.174440528302639,0.178475498220804,0.184403872667121,0.189472152151048,0.200297683808619,0.4921875
"1313",2015-02-24 16:00:00,55,960,0.0100001610614826,0.120470019197085,0.101783006186246,0.0957509030797099,0.174381917613157,0.178466258306612,0.184360506181251,0.189432085848791,0.200296401220361,0.4921875
"1314",2015-02-24 17:00:00,55,1020,0.010233618936426,0.118444269452024,0.101598444630922,0.0957696947837955,0.174412069606343,0.178489446520083,0.184328292676456,0.189399437145441,0.200295115559675,0.4921875
"1315",2015-02-24 18:00:00,55,1080,0.0107497554540272,0.116716522758696,0.1015296519121,0.0959045978257321,0.174531393133409,0.178546715329195,0.184307877327294,0.189374646412021,0.200293827582818,0.4921875
"1316",2015-02-24 19:00:00,55,1140,0.0115366623208845,0.115227430785613,0.101534019298571,0.0961134995667422,0.174708106519837,0.178627377379878,0.184295776834643,0.189355388796265,0.200292537938354,0.4921875
"1317",2015-02-24 20:00:00,55,1200,0.0115695321534201,0.11385138438397,0.101510575275794,0.0963067171138928,0.17487337411705,0.178706034804664,0.184283551174373,0.189336016696593,0.20029124686644,0.4921875
"1318",2015-02-24 21:00:00,55,1260,0.0117356382573981,0.112567754699224,0.101454850788407,0.0964773786964559,0.175021787362626,0.17878036783926,0.184270419483651,0.189316007450007,0.200289954327457,0.4921875
"1319",2015-02-24 22:00:00,55,1320,0.0116244027985803,0.111380718929083,0.101383419614144,0.0966369297916012,0.175162037067103,0.178853360621551,0.1842573701714,0.189296023028488,0.200288660294147,0.4921875
"1320",2015-02-24 23:00:00,55,1380,0.0127403176939101,0.110350063361775,0.101361030168304,0.0968380670292616,0.17533466694072,0.178940300478588,0.184249518209016,0.189279490220911,0.200287364952317,0.4921875
"1321",2015-02-25,56,0,0.0123379225344695,0.108463952975935,0.101227809715463,0.0971582130328002,0.175618245822757,0.179096602878231,0.184229630101954,0.189243544524374,0.200284770639731,0.4921875
"1322",2015-02-25 01:00:00,56,60,0.0124598121936826,0.107584170220711,0.101112479882071,0.0972709514574985,0.175723987611727,0.179163053150684,0.184216578221518,0.189223449522857,0.200283471356232,0.4921875
"1323",2015-02-25 02:00:00,56,120,0.0128590792624189,0.106807597272044,0.101029476399258,0.0974060049094455,0.175846937724033,0.179236922701338,0.184206521160261,0.189205332639784,0.20028217067261,0.4921875
"1324",2015-02-25 03:00:00,56,180,0.0142090408237607,0.106116322296563,0.100966977732111,0.0975526224163144,0.175978939712986,0.179315348764899,0.184198520185323,0.189188567490678,0.200280868748364,0.4921875
"1325",2015-02-25 04:00:00,56,240,0.0145331975815337,0.105475593019081,0.100896889123143,0.0976863553901985,0.176101253523001,0.179391296856316,0.184190234028174,0.189171587637838,0.200279565631349,0.4921875
"1326",2015-02-25 05:00:00,56,300,0.0153977455271202,0.104888198120925,0.100826191209012,0.0978128026318891,0.176218111133365,0.179466195460557,0.184182133467899,0.189154708702536,0.200278261316838,0.4921875
"1327",2015-02-25 06:00:00,56,360,0.0159159498898262,0.104354539009317,0.10075943198489,0.0979356163322462,0.176332276251849,0.179540985450697,0.184174529596731,0.189138139643143,0.200276955825239,0.4921875
"1328",2015-02-25 07:00:00,56,420,0.0158579314149044,0.103863078298541,0.100690457503301,0.0980493990943195,0.176439582393869,0.179614012546929,0.184166868095272,0.18912150995958,0.200275649166435,0.4921875
"1329",2015-02-25 08:00:00,56,480,0.0143139117546697,0.103392431216491,0.100605692115299,0.098142439088039,0.176530993500234,0.179681704412137,0.1841579491993,0.189104016492413,0.200274341291288,0.4921875
"1330",2015-02-25 09:00:00,56,540,0.0114720223632492,0.102890735150931,0.100468477145991,0.098183201369698,0.176582209527569,0.179734535738164,0.184144574306889,0.189083516538805,0.200273032001497,0.4921875
"1331",2015-02-25 10:00:00,56,600,0.00999938293042313,0.102291658453179,0.10023552864315,0.0981342752794889,0.176564257084712,0.179760831917206,0.184122801776577,0.189057367691328,0.200271720864252,0.4921875
"1332",2015-02-25 11:00:00,56,660,0.00932590716787448,0.101545278062947,0.0998757342425765,0.0979684263855619,0.17645571729587,0.179751361970038,0.184089474446362,0.189023450365156,0.200270407218334,0.4921875
"1333",2015-02-25 12:00:00,56,720,0.00914928650971544,0.1006931541219,0.099432487595655,0.0977222135395097,0.176283903219773,0.179715159640916,0.184047510361163,0.188983711899092,0.200269090414612,0.4921875
"1334",2015-02-25 13:00:00,56,780,0.0090817087625873,0.099598996668317,0.0987673542256338,0.0972759927288939,0.17595610409533,0.179615929627759,0.183984695916477,0.188929965858459,0.200267769456988,0.4921875
"1335",2015-02-25 14:00:00,56,840,0.00906996516120256,0.0983350075556999,0.0979243623300515,0.0966660322452576,0.175498288629707,0.179461155287336,0.183903339741075,0.18886374416809,0.200266443077014,0.4921875
"1336",2015-02-25 15:00:00,56,900,0.00925273808135207,0.097180212824094,0.0971455650882384,0.0960992493299108,0.175068276818549,0.179309082995948,0.183822728647215,0.188797953195267,0.200265110762494,0.4921875
"1337",2015-02-25 16:00:00,56,960,0.00944217224637124,0.096362239396971,0.0966384249472239,0.0957547933069696,0.1748049826919,0.179213379669877,0.183760786278505,0.188744600756039,0.200263773201687,0.4921875
"1338",2015-02-25 17:00:00,56,1020,0.00985610281942432,0.0958600112042931,0.0963866641855082,0.0956210722397363,0.174701699458076,0.179174377018927,0.183717765899678,0.188703870159842,0.200262431612309,0.4921875
"1339",2015-02-25 18:00:00,56,1080,0.0106934564886655,0.0955327570197965,0.0962618574933988,0.0955898512907764,0.174676562215426,0.179163517187253,0.183684269275483,0.188669478790962,0.200261086884528,0.4921875
"1340",2015-02-25 19:00:00,56,1140,0.011114621995411,0.0952476858203896,0.0961423951748317,0.0955576140836202,0.174650279869319,0.179151820165507,0.183650680565048,0.188634991564436,0.200259739294554,0.4921875
"1341",2015-02-25 20:00:00,56,1200,0.0118610252153756,0.0950486978234245,0.0960723091676986,0.0955626889541537,0.174652575882602,0.179150632322041,0.183620787858926,0.188602946645865,0.2002583889696,0.4921875
"1342",2015-02-25 21:00:00,56,1260,0.0122820343682976,0.0948827856770114,0.0960063089133118,0.0955666768392787,0.174654026840659,0.17914918359006,0.183591016891031,0.188570952381805,0.200257036021522,0.4921875
"1343",2015-02-25 22:00:00,56,1320,0.0125952815168004,0.0947568127578424,0.0959544938465927,0.0955785757780896,0.174661613262372,0.179150122053398,0.183562250008447,0.188539600392539,0.200255680488717,0.4921875
"1344",2015-02-25 23:00:00,56,1380,0.0130603547254915,0.0946619838504979,0.0959122820678297,0.0955947863940827,0.174672624378386,0.179152506790313,0.183534177269494,0.188508684112404,0.200254322424209,0.4921875
"1345",2015-02-26,57,0,0.0134439063185014,0.0945368534379134,0.0958423537437313,0.0956289526651762,0.174696421734923,0.179158542395307,0.18347909526863,0.188447479389138,0.200251598833498,0.4921875
"1346",2015-02-26 01:00:00,57,60,0.0138080635068718,0.0945044142803222,0.0958179770922633,0.0956502503160944,0.174711797774056,0.179163154946937,0.18345240453869,0.188417405470793,0.20025023334775,0.4921875
"1347",2015-02-26 02:00:00,57,120,0.0140239330125991,0.0944887868309826,0.0958003348248689,0.0956744258448829,0.174729587108377,0.179168923237896,0.183426314491247,0.188387707639034,0.200248865457732,0.4921875
"1348",2015-02-26 03:00:00,57,180,0.0141139449456031,0.0944847651947355,0.0957864646289822,0.095699150840056,0.174748009476118,0.179175197813543,0.183400609958808,0.188358242534406,0.200247495193757,0.4921875
"1349",2015-02-26 04:00:00,57,240,0.0148521649218182,0.0945011926852141,0.095786073275556,0.0957330247032901,0.174773726895472,0.179184524900794,0.183376142172987,0.188329581116918,0.20024612260938,0.4921875
"1350",2015-02-26 05:00:00,57,300,0.0152974494757892,0.0945322208355221,0.0957947530955214,0.0957725176174919,0.174804073744724,0.179195995496828,0.18335261485685,0.188301526115036,0.200244747772428,0.4921875
"1351",2015-02-26 06:00:00,57,360,0.0155095760412894,0.0945707881101801,0.095806916092512,0.095813017495928,0.174835516146029,0.179208322917269,0.183329603193828,0.188273793935532,0.200243370727366,0.4921875
"1352",2015-02-26 07:00:00,57,420,0.0151197323061766,0.0946145519597369,0.0958216108695368,0.0958538589667061,0.174867538211812,0.179221314813751,0.183307044606385,0.188246343391778,0.200241991504266,0.4921875
"1353",2015-02-26 08:00:00,57,480,0.013544928441889,0.0946452302480138,0.0958244110950926,0.0958826846389302,0.17489057011802,0.179231312415266,0.183283717682003,0.188218356849751,0.200240610089302,0.4921875
"1354",2015-02-26 09:00:00,57,540,0.0111263857882503,0.0946142318844495,0.0957762281955606,0.0958656092799828,0.17487828991172,0.179228104144478,0.183256201091871,0.188187541920723,0.200239226315759,0.4921875
"1355",2015-02-26 10:00:00,57,600,0.00988604608080979,0.0944735609377463,0.0956434400378047,0.0957730631375277,0.174807439355791,0.179202226199886,0.183221293799711,0.188151751428016,0.200237839808847,0.4921875
"1356",2015-02-26 11:00:00,57,660,0.00939942436375125,0.0942259083794948,0.0954396568415949,0.0956160619381727,0.174685901680945,0.179155744288145,0.183179618000891,0.188111397443002,0.200236450124199,0.4921875
"1357",2015-02-26 12:00:00,57,720,0.00908439121013021,0.0937462186733139,0.0950487864602373,0.0952933174829762,0.174434527982402,0.179057606763265,0.183120731030679,0.188059478567015,0.200235056475516,0.4921875
"1358",2015-02-26 13:00:00,57,780,0.00902476781971558,0.0930848633260134,0.0945060481622338,0.0948333984943269,0.174073626036417,0.178913458590073,0.183046354645336,0.187997135908289,0.200233657840727,0.4921875
"1359",2015-02-26 14:00:00,57,840,0.0090336981096884,0.0924516131110776,0.0939944848106441,0.0943935484908309,0.17372375387761,0.178767638214224,0.182971151503943,0.187934182835183,0.200232253754688,0.4921875
"1360",2015-02-26 15:00:00,57,900,0.00926904646720312,0.0919064042787412,0.0935601692653277,0.0940144120112248,0.173416762304668,0.178632623051304,0.182899266923142,0.187873396400179,0.200230844313543,0.4921875
"1361",2015-02-26 16:00:00,57,960,0.00953912619663513,0.0914793361011518,0.0932229179065066,0.0937144312009063,0.17316781813553,0.17851505458864,0.182832937255555,0.187816277752351,0.200229429808228,0.4921875
"1362",2015-02-26 17:00:00,57,1020,0.0102119027197342,0.0913170386445711,0.0931155628937791,0.0936104393376292,0.173069320398018,0.178451398862496,0.18278439882012,0.187771031515114,0.200228011009047,0.4921875
"1363",2015-02-26 18:00:00,57,1080,0.0109289717863305,0.0912599359089612,0.0930892788128563,0.0935762018507421,0.173024902857924,0.178407410816861,0.182742360455027,0.187730104238785,0.200226588647101,0.4921875
"1364",2015-02-26 19:00:00,57,1140,0.0113904397252771,0.0912226995769005,0.0930654017895759,0.0935444301463578,0.172982727431417,0.178364186103135,0.182700558582072,0.187689303263862,0.200225162917775,0.4921875
"1365",2015-02-26 20:00:00,57,1200,0.011557550071006,0.0911900974315766,0.0930313599385958,0.093504220633399,0.172934292447208,0.178318506230844,0.18265791770252,0.187647908219922,0.200223733801775,0.4921875
"1366",2015-02-26 21:00:00,57,1260,0.011775750420739,0.0911863159103142,0.093012049490303,0.0934770500185836,0.172896303498545,0.178276657722719,0.18261653114158,0.187607321677562,0.200222301320131,0.4921875
